"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.629608530E-1,-5.746084079E-2,3.629609823E0,8.839392662E0,9.555743396E0
8.679961670E-1,-1.532289088E-1,3.811569214E0,8.628703117E0,9.434302118E0
8.730314800E-1,-8.619125932E-2,3.859453201E0,8.695740700E0,9.514132344E0
8.780667940E-1,-2.585737705E-1,4.003105164E0,8.944737434E0,9.803062742E0
8.831021070E-1,-3.256114423E-1,3.878606796E0,9.346963882E0,1.012498629E1
8.881069040E-1,-4.118026793E-1,3.859453201E0,9.701305389E0,1.044893711E1
8.931422170E-1,-4.309563041E-1,3.725377798E0,9.844957352E0,1.053505331E1
8.981775310E-1,-5.650315881E-1,3.610456228E0,1.010353088E1,1.074411426E1
9.032128440E-1,-6.607996821E-1,3.428496838E0,1.037168217E1,1.094363001E1
9.082176410E-1,-7.374141216E-1,3.246537447E0,1.038125896E1,1.090203296E1
9.132529540E-1,-8.427590132E-1,3.150769472E0,1.040998936E1,1.090896280E1
9.182882680E-1,-9.097966552E-1,2.949656487E0,1.007480049E1,1.053706830E1
9.233235810E-1,-9.959878922E-1,2.949656487E0,9.586383820E0,1.007924700E1
9.283588940E-1,-5.650315881E-1,2.968810081E0,8.753201485E0,9.260217612E0
9.333636900E-1,-7.565677166E-1,3.150769472E0,8.456320763E0,9.055887798E0
9.383990040E-1,-6.799532771E-1,3.313575268E0,7.498639584E0,8.226281853E0
9.434343170E-1,-8.331822157E-1,3.323152065E0,6.809109688E0,7.622434453E0
9.484696310E-1,-9.289502501E-1,3.313575268E0,6.014234543E0,6.929195246E0
9.535049450E-1,-1.005564690E0,3.141192675E0,5.497087002E0,6.410633141E0
9.585097400E-1,-9.385270476E-1,2.968810081E0,4.999093056E0,5.889447996E0
9.635450540E-1,-9.959878922E-1,2.719813108E0,4.740519524E0,5.555348826E0
9.685803670E-1,-1.158793569E0,2.518700123E0,4.644751072E0,5.409285107E0
9.736156810E-1,-1.321599364E0,2.269703150E0,4.596867085E0,5.294276557E0
9.786204770E-1,-1.513135433E0,1.991975784E0,4.405331135E0,5.066013104E0
9.836557910E-1,-1.810016513E0,1.618480325E0,4.548983097E0,5.156441172E0
9.886911040E-1,-1.991975784E0,1.225831270E0,4.807557106E0,5.346329129E0
9.937264180E-1,-2.126051188E0,8.906430602E-1,5.171475887E0,5.661934437E0
9.987617310E-1,-2.221819162E0,7.852981687E-1,5.669469833E0,6.139711866E0
1.003766528E0,-1.924938202E0,6.991068721E-1,6.493074894E0,6.808388875E0
1.008801841E0,-1.551442742E0,7.374141216E-1,7.077260017E0,7.282744230E0
1.013837155E0,-1.455674648E0,5.746083856E-1,8.063671112E0,8.214131438E0
1.018872468E0,-1.436521053E0,3.447650373E-1,8.101978302E0,8.235563616E0
1.023907781E0,-1.666364431E0,1.628057212E-1,8.255207062E0,8.423284380E0
1.028912577E0,-1.934514999E0,1.915361285E-1,8.063671112E0,8.294686623E0
1.033947891E0,-2.164358377E0,7.661445439E-2,7.594407558E0,7.897173110E0
1.038983204E0,-2.126051188E0,5.746084079E-2,6.780379295E0,7.106119812E0
1.044018517E0,-2.308010340E0,2.873041928E-1,6.349422932E0,6.761998742E0
1.049023314E0,-2.442085743E0,5.841852427E-1,6.014234543E0,6.517366977E0
1.054058628E0,-2.719813108E0,1.091755986E0,5.956773758E0,6.638709821E0
1.059093941E0,-2.662352324E0,1.771709204E0,5.679046631E0,6.517564271E0
1.064129254E0,-2.489969730E0,2.470816135E0,5.487510204E0,6.512883376E0
1.069134051E0,-2.154781580E0,3.189076662E0,5.391742229E0,6.624513407E0
1.074169365E0,-1.781286120E0,3.734954596E0,5.238513470E0,6.675693930E0
1.079204678E0,-1.426944256E0,4.156333923E0,5.554547787E0,7.082674827E0
1.084239991E0,-1.187524080E0,4.529829502E0,6.129156113E0,7.713373024E0
1.089244787E0,-1.101332784E0,4.587290287E0,7.153874874E0,8.569369393E0
1.094280101E0,-9.959878922E-1,4.328716755E0,8.360552788E0,9.467239489E0
1.099315414E0,-9.385270476E-1,3.955221176E0,9.567230225E0,1.039502293E1
1.104350727E0,-1.043871999E0,3.284844637E0,1.098459721E1,1.151265603E1
1.109386041E0,-1.264138460E0,2.528276920E0,1.216254425E1,1.248670144E1
1.114390838E0,-1.905784607E0,1.886630893E0,1.367568016E1,1.393612640E1
1.119426151E0,-2.509123325E0,1.139639974E0,1.491108799E1,1.516360855E1
1.124461464E0,-2.892195702E0,5.841852427E-1,1.584003830E1,1.611250700E1
1.129496778E0,-3.122039080E0,1.436520964E-1,1.649126053E1,1.678479782E1
1.134501575E0,-3.045424461E0,-1.340752989E-1,1.670195198E1,1.697786165E1
1.139536888E0,-2.786850691E0,0.000000000E0,1.642422295E1,1.665898065E1
1.144572201E0,-2.212242365E0,4.692635238E-1,1.600284386E1,1.616184507E1
1.149607515E0,-1.398213744E0,1.130063176E0,1.516966152E1,1.527581995E1
1.154642828E0,-4.692635238E-1,1.848323703E0,1.434605694E1,1.447224442E1
1.159647624E0,3.447650373E-1,2.509123325E0,1.365652657E1,1.388939454E1
1.164682937E0,1.091755986E0,3.016694069E0,1.324472427E1,1.362773258E1
1.169718251E0,1.503558636E0,3.332728863E0,1.295741940E1,1.346337579E1
1.174753564E0,1.800439715E0,3.428496838E0,1.344583702E1,1.399238032E1
1.179758361E0,1.819593310E0,3.131615877E0,1.414494324E1,1.460127929E1
1.184793674E0,1.762132406E0,2.738966703E0,1.492066479E1,1.527197718E1
1.189828988E0,1.628057122E0,2.288856745E0,1.582088470E1,1.606828641E1
1.194864301E0,1.340752959E0,1.838746905E0,1.665406609E1,1.680882286E1
1.199899614E0,1.312022567E0,1.340752959E0,1.719036865E1,1.729242019E1
1.204904411E0,1.273715258E0,9.864110947E-1,1.756386375E1,1.763759245E1
1.209939725E0,1.254561663E0,5.746083856E-1,1.740105820E1,1.745568464E1
1.214975038E0,1.082179189E0,3.256114423E-1,1.707544708E1,1.711280303E1
1.220010351E0,9.481038451E-1,1.053448766E-1,1.640506935E1,1.643278123E1
1.225045665E0,6.416460276E-1,-1.915361360E-2,1.564850235E1,1.566166346E1
1.230050461E0,3.734954596E-1,-6.703764945E-2,1.473870564E1,1.474358968E1
1.235085774E0,2.394201756E-1,-1.149216816E-1,1.400129128E1,1.400380971E1
1.240121088E0,1.149216816E-1,-1.819593310E-1,1.328303146E1,1.328477478E1
1.245156402E0,7.661445439E-2,-1.532289088E-1,1.255519390E1,1.255636264E1
1.250161198E0,-9.576806799E-3,-1.149216816E-1,1.191354752E1,1.191410564E1
1.255196511E0,5.746084079E-2,-4.788403213E-2,1.128147888E1,1.128172684E1
1.260231824E0,7.661445439E-2,2.873041928E-1,1.079306126E1,1.079715633E1
1.265267138E0,2.298433632E-1,4.501099288E-1,1.045787334E1,1.047007841E1
1.270302451E0,4.596867263E-1,6.033388376E-1,1.012268448E1,1.015106254E1
1.275307248E0,4.501099288E-1,5.937620401E-1,9.509769440E0,9.538913308E0
1.280342561E0,4.213795066E-1,7.086837292E-1,8.925583839E0,8.963584115E0
1.285377875E0,4.501099288E-1,8.619126081E-1,7.910442352E0,7.969980583E0
1.290413188E0,6.607996821E-1,1.197100878E0,7.115567684E0,7.245758083E0
1.295417984E0,9.097966552E-1,1.503558636E0,6.330269337E0,6.569682519E0
1.300453298E0,1.283292055E0,1.666364431E0,5.765237808E0,6.136902794E0
1.305488612E0,1.886630893E0,1.896207690E0,5.257667065E0,5.898986582E0
1.310523925E0,2.355894566E0,2.154781580E0,5.046977043E0,5.972043213E0
1.315559239E0,1.972822189E0,2.154781580E0,5.295974255E0,6.048343108E0
1.320564034E0,1.972822189E0,2.212242365E0,4.941632271E0,5.762445069E0
1.325599348E0,1.580173135E0,1.934514999E0,4.932055473E0,5.528513960E0
1.330634661E0,1.532289028E0,2.097320795E0,4.778826714E0,5.439103689E0
1.335669975E0,1.407790542E0,2.116474390E0,5.046977043E0,5.650957028E0
1.340674771E0,1.273715258E0,1.838746905E0,5.161899090E0,5.625703774E0
1.345710085E0,1.005564690E0,1.273715258E0,4.903325081E0,5.164891843E0
1.350745398E0,7.469909191E-1,9.193734527E-1,4.692635536E0,4.839842069E0
1.355780712E0,7.852981687E-1,7.182605267E-1,4.769249916E0,4.886546445E0
1.360785508E0,7.374141216E-1,5.937620401E-1,4.989516258E0,5.078543634E0
1.365820822E0,7.278373241E-1,2.873041928E-1,5.133168221E0,5.192466355E0
1.370856135E0,5.937620401E-1,5.746084079E-2,5.286397457E0,5.319948607E0
1.375891449E0,5.554547906E-1,-9.576806426E-2,5.363011837E0,5.392550186E0
1.380896244E0,4.884171486E-1,-2.968810201E-1,5.363011837E0,5.393383503E0
1.385931558E0,5.458779931E-1,-3.064578176E-1,5.602431774E0,5.637299084E0
1.390966871E0,6.512228847E-1,-3.543418646E-1,5.851428986E0,5.898209099E0
1.396002184E0,1.015141487E0,-2.873041928E-1,6.244078159E0,6.332579885E0
1.401037498E0,1.359906554E0,-8.619125932E-2,6.904877663E0,7.038047336E0
1.406042295E0,1.733402014E0,8.619125932E-2,7.220912457E0,7.426552914E0
1.411077608E0,2.039859772E0,1.819593310E-1,7.431602001E0,7.708621497E0
1.416112921E0,2.269703150E0,3.926490843E-1,7.489062786E0,7.835291131E0
1.421148235E0,2.346317768E0,3.639186621E-1,7.393294811E0,7.765207790E0
1.426153032E0,2.346317768E0,2.681505978E-1,7.374141216E0,7.743065962E0
1.431188345E0,2.355894566E0,2.489969730E-1,7.144298077E0,7.526834242E0
1.436223658E0,2.279279947E0,2.106897533E-1,6.885724068E0,7.256218243E0
1.441258972E0,2.126051188E0,1.436520964E-1,6.426037312E0,6.770131838E0
1.446294285E0,1.896207690E0,2.106897533E-1,6.042964935E0,6.336988164E0
1.451299081E0,1.704671621E0,3.064578176E-1,5.650316238E0,5.909813476E0
1.456334394E0,1.493981838E0,2.298433632E-1,5.190629482E0,5.406241220E0
1.461369708E0,1.177947283E0,1.340752989E-1,4.759673119E0,4.905101852E0
1.466405021E0,9.959878922E-1,2.777273953E-1,4.414907932E0,4.534372772E0
1.471409818E0,9.193734527E-1,5.171475410E-1,3.792415380E0,3.936382037E0
1.476445131E0,1.063025594E0,8.331822157E-1,2.940079689E0,3.235472855E0
1.481480445E0,1.235408068E0,1.130063176E0,2.059013367E0,2.653829671E0
1.486515758E0,1.532289028E0,1.493981838E0,1.101332784E0,2.406828889E0
1.491551072E0,1.292868972E0,2.059013367E0,6.991068721E-1,2.529781935E0
1.496555868E0,1.465251446E0,2.365471363E0,9.289502501E-1,2.933490265E0
1.501591182E0,1.503558636E0,2.662352324E0,2.087743998E0,3.702361877E0
1.506626495E0,1.149216771E0,2.959233284E0,4.232948780E0,5.291088375E0
1.511661809E0,8.906430602E-1,3.026270866E0,6.665457726E0,7.374271971E0
1.516666604E0,8.331822157E-1,2.604891539E0,9.509769440E0,9.895219418E0
1.521701918E0,8.236053586E-1,2.039859772E0,1.204762268E1,1.224681860E1
1.526737231E0,6.512228847E-1,1.340752959E0,1.425028896E1,1.432803006E1
1.531772545E0,3.064578176E-1,9.002198577E-1,1.587834549E1,1.590679627E1
1.536777341E0,-7.661445439E-2,5.458779931E-1,1.687433434E1,1.688333533E1
1.541812655E0,-2.585737705E-1,3.064578176E-1,1.740105820E1,1.740567733E1
1.546847968E0,-4.309563041E-1,5.746084079E-2,1.704671669E1,1.705226011E1
1.551883282E0,-6.416460276E-1,7.661445439E-2,1.616564941E1,1.617855990E1
1.556888078E0,-5.554547906E-1,1.532289088E-1,1.504516315E1,1.505619286E1
1.561923392E0,-2.873042040E-2,4.213795066E-1,1.397256088E1,1.397894287E1
1.566958705E0,9.864110947E-1,7.948749661E-1,1.320641613E1,1.326703660E1
1.571994019E0,2.097320795E0,1.168370485E0,1.299572659E1,1.321562536E1
1.576998814E0,3.035847664E0,1.685518026E0,1.309149456E1,1.354417114E1
1.582034128E0,3.734954596E0,2.030282974E0,1.380017853E1,1.444011296E1
1.587069441E0,4.070142746E0,2.135627985E0,1.468124485E1,1.538395005E1
1.592104755E0,4.012681961E0,1.963245392E0,1.560061836E1,1.622760741E1
1.597109551E0,3.543418407E0,1.608903527E0,1.651041412E1,1.696284643E1
1.602144865E0,2.595314741E0,1.206677675E0,1.704671669E1,1.728531977E1
1.607180178E0,1.417367458E0,9.576807022E-1,1.704671669E1,1.713232713E1
1.612215492E0,3.256114423E-1,6.607996821E-1,1.668279839E1,1.669905509E1
1.617250805E0,-5.937620401E-1,3.734954596E-1,1.594538307E1,1.596080491E1
1.622255602E0,-1.331176162E0,2.968810201E-1,1.491108799E1,1.497333341E1
1.627290915E0,-1.838746905E0,3.926490843E-1,1.377144814E1,1.389920671E1
1.632326228E0,-1.991975784E0,8.714894056E-1,1.253604031E1,1.272319802E1
1.637361542E0,-1.781286120E0,1.407790542E0,1.145386124E1,1.167672007E1
1.642366338E0,-1.446097851E0,2.049436569E0,1.067813969E1,1.096877643E1
1.647401651E0,-1.101332784E0,2.509123325E0,1.028549004E1,1.064424441E1
1.652436965E0,-6.607996821E-1,2.940079689E0,1.021845245E1,1.065352033E1
1.657472279E0,-3.926490843E-1,3.217807055E0,1.032379818E1,1.082077929E1
1.662477075E0,-2.489969730E-1,3.342305660E0,1.049618053E1,1.101829444E1
