"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.587364655E0,3.284844637E0,-1.359906554E0,4.817133904E0,5.987013376E0
1.592369451E0,3.074155092E0,-1.426944256E0,4.472368717E0,5.611477647E0
1.597404764E0,2.949656487E0,-1.493981838E0,4.070142746E0,5.243902849E0
1.602440077E0,2.719813108E0,-1.522712231E0,3.687070608E0,4.828097509E0
1.607475390E0,2.470816135E0,-1.292868972E0,2.940079689E0,4.052222986E0
1.612480186E0,2.240972757E0,-9.672574997E-1,2.576161146E0,3.548824062E0
1.617515499E0,2.059013367E0,-8.619126081E-1,1.896207690E0,2.928827921E0
1.622550812E0,1.953668594E0,-8.044517636E-1,1.407790542E0,2.538865460E0
1.627586125E0,1.886630893E0,-7.757213712E-1,1.225831270E0,2.379870180E0
1.632621438E0,1.829170108E0,-6.129156351E-1,1.082179189E0,2.211931431E0
1.637626234E0,1.561019540E0,-6.033388376E-1,1.101332784E0,2.003430472E0
